edge_screener,server_committee,p_low,p_high,pct_esc,f1_score,recall,precision,accuracy,fp,fn,eff_tot_gpu_ms,eff_fps_gpu,eff_tot_cpu_ms,eff_fps_cpu
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.9,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.95,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.98,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.99,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.1,0.999,19.48,0.9355,87.88,100.0,94.81,0,4,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.85,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.9,6.49,0.9355,87.88,100.0,94.81,0,4,37.05,27.0,179.4,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.95,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.98,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.99,12.99,0.9355,87.88,100.0,94.81,0,4,38.43,26.0,185.91,5.4
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.15,0.999,19.48,0.9355,87.88,100.0,94.81,0,4,39.8,25.1,192.43,5.2
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.5,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.6,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.7,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.8,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.85,2.6,0.9355,87.88,100.0,94.81,0,4,36.23,27.6,175.49,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.9,2.6,0.9355,87.88,100.0,94.81,0,4,36.23,27.6,175.49,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.95,5.19,0.9355,87.88,100.0,94.81,0,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.98,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.99,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.2,0.999,15.58,0.9355,87.88,100.0,94.81,0,4,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.5,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.6,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.7,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.8,1.3,0.9206,87.88,96.67,93.51,1,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.85,2.6,0.9355,87.88,100.0,94.81,0,4,36.23,27.6,175.49,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.9,2.6,0.9355,87.88,100.0,94.81,0,4,36.23,27.6,175.49,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.95,5.19,0.9355,87.88,100.0,94.81,0,4,36.78,27.2,178.09,5.6
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.98,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.99,9.09,0.9355,87.88,100.0,94.81,0,4,37.6,26.6,182.0,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.25,0.999,15.58,0.9355,87.88,100.0,94.81,0,4,38.97,25.7,188.52,5.3
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.5,0.0,0.9206,87.88,96.67,93.51,1,4,35.68,28.0,172.88,5.8
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.6,0.0,0.9206,87.88,96.67,93.51,1,4,35.68,28.0,172.88,5.8
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.7,0.0,0.9206,87.88,96.67,93.51,1,4,35.68,28.0,172.88,5.8
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.8,0.0,0.9206,87.88,96.67,93.51,1,4,35.68,28.0,172.88,5.8
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.85,1.3,0.9355,87.88,100.0,94.81,0,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.9,1.3,0.9355,87.88,100.0,94.81,0,4,35.95,27.8,174.19,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.95,3.9,0.9355,87.88,100.0,94.81,0,4,36.5,27.4,176.79,5.7
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.98,7.79,0.9355,87.88,100.0,94.81,0,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.99,7.79,0.9355,87.88,100.0,94.81,0,4,37.33,26.8,180.7,5.5
CTR-GCN Tier S,Champion m=3 (ST+CTR+T3),0.3,0.999,14.29,0.9355,87.88,100.0,94.81,0,4,38.7,25.8,187.22,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.5,15.58,0.9375,90.91,96.77,94.81,1,3,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.6,15.58,0.9375,90.91,96.77,94.81,1,3,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.7,15.58,0.9375,90.91,96.77,94.81,1,3,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.8,15.58,0.9375,90.91,96.77,94.81,1,3,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.85,16.88,0.9524,90.91,100.0,96.1,0,3,41.49,24.1,193.86,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.9,16.88,0.9524,90.91,100.0,96.1,0,3,41.49,24.1,193.86,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.95,19.48,0.9524,90.91,100.0,96.1,0,3,42.39,23.6,197.08,5.1
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.98,23.38,0.9524,90.91,100.0,96.1,0,3,43.73,22.9,201.92,5.0
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.99,23.38,0.9524,90.91,100.0,96.1,0,3,43.73,22.9,201.92,5.0
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.001,0.999,29.87,0.9524,90.91,100.0,96.1,0,3,45.97,21.8,209.99,4.8
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.5,11.69,0.9206,87.88,96.67,93.51,1,4,39.71,25.2,187.4,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.6,11.69,0.9206,87.88,96.67,93.51,1,4,39.71,25.2,187.4,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.7,11.69,0.9206,87.88,96.67,93.51,1,4,39.71,25.2,187.4,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.8,11.69,0.9206,87.88,96.67,93.51,1,4,39.71,25.2,187.4,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.85,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.9,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.95,15.58,0.9355,87.88,100.0,94.81,0,4,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.98,19.48,0.9355,87.88,100.0,94.81,0,4,42.39,23.6,197.08,5.1
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.99,19.48,0.9355,87.88,100.0,94.81,0,4,42.39,23.6,197.08,5.1
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.005,0.999,25.97,0.9355,87.88,100.0,94.81,0,4,44.62,22.4,205.15,4.9
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.5,9.09,0.9206,87.88,96.67,93.51,1,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.6,9.09,0.9206,87.88,96.67,93.51,1,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.7,9.09,0.9206,87.88,96.67,93.51,1,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.8,9.09,0.9206,87.88,96.67,93.51,1,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.85,10.39,0.9355,87.88,100.0,94.81,0,4,39.26,25.5,185.79,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.9,10.39,0.9355,87.88,100.0,94.81,0,4,39.26,25.5,185.79,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.95,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.98,16.88,0.9355,87.88,100.0,94.81,0,4,41.49,24.1,193.86,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.99,16.88,0.9355,87.88,100.0,94.81,0,4,41.49,24.1,193.86,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.01,0.999,23.38,0.9355,87.88,100.0,94.81,0,4,43.73,22.9,201.92,5.0
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.5,7.79,0.9206,87.88,96.67,93.51,1,4,38.36,26.1,182.56,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.6,7.79,0.9206,87.88,96.67,93.51,1,4,38.36,26.1,182.56,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.7,7.79,0.9206,87.88,96.67,93.51,1,4,38.36,26.1,182.56,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.8,7.79,0.9206,87.88,96.67,93.51,1,4,38.36,26.1,182.56,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.85,9.09,0.9355,87.88,100.0,94.81,0,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.9,9.09,0.9355,87.88,100.0,94.81,0,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.95,11.69,0.9355,87.88,100.0,94.81,0,4,39.71,25.2,187.4,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.98,15.58,0.9355,87.88,100.0,94.81,0,4,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.99,15.58,0.9355,87.88,100.0,94.81,0,4,41.05,24.4,192.24,5.2
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.02,0.999,22.08,0.9355,87.88,100.0,94.81,0,4,43.28,23.1,200.31,5.0
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.85,6.49,0.9355,87.88,100.0,94.81,0,4,37.92,26.4,180.95,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.9,6.49,0.9355,87.88,100.0,94.81,0,4,37.92,26.4,180.95,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.95,9.09,0.9355,87.88,100.0,94.81,0,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.98,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.99,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.05,0.999,19.48,0.9355,87.88,100.0,94.81,0,4,42.39,23.6,197.08,5.1
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.85,6.49,0.9355,87.88,100.0,94.81,0,4,37.92,26.4,180.95,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.9,6.49,0.9355,87.88,100.0,94.81,0,4,37.92,26.4,180.95,5.5
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.95,9.09,0.9355,87.88,100.0,94.81,0,4,38.81,25.8,184.18,5.4
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.98,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.99,12.99,0.9355,87.88,100.0,94.81,0,4,40.15,24.9,189.02,5.3
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.1,0.999,19.48,0.9355,87.88,100.0,94.81,0,4,42.39,23.6,197.08,5.1
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.15,0.5,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.15,0.6,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.15,0.7,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
CTR-GCN Tier S,Champion m=4 (ST+CTR+TierS+T3),0.15,0.8,5.19,0.9206,87.88,96.67,93.51,1,4,37.47,26.7,179.34,5.6
